,"Type","Date","Num","Memo","Name","Item","Qty","U/M","Sales Price","Amount","Balance"
,"Invoice","10/17/2022","524040","810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316)","KVAT FOOD STORES:KVAT612 (EI)","LISSL303-AY (810312-023716 / #23716 PRINTED SUP SOFT LEG 2XL-3XL (L9316))",4,"EA",4.00,16.00,192.00
,"Invoice","10/24/2022","524457","810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC","KVAT FOOD STORES:KVAT612 (EI)","GMSWKT100-FW (810312-023228 / #23228 SOLID WAFFLE KNIT TUNIC)",36,"EA",8.50,306.00,498.00
"Total KVAT612 (EI)",,,,,,,84,,,498.00,498.00
"KVAT616 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524071","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT616 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","10/24/2022","524432","810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633)","KVAT FOOD STORES:KVAT616 (EI)","LISBT201-FW (810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633))",14,"EA",9.00,126.00,378.00
,"Invoice","10/24/2022","524432","810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633)","KVAT FOOD STORES:KVAT616 (EI)","LISBT202-FW (810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633))",22,"EA",9.00,198.00,576.00
"Total KVAT616 (EI)",,,,,,,72,,,576.00,576.00
"KVAT617 (EI)",,,,,,,,,,,""
,"Invoice","10/17/2022","524073","810312-023754 / #23754 PRINTED PLUSH PANTS","KVAT FOOD STORES:KVAT617 (EI)","GMPPP300-FW (810312-023754 / #23754 PRINTED PLUSH PANTS)",36,"EA",7.00,252.00,252.00
,"Invoice","10/24/2022","524433","810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633)","KVAT FOOD STORES:KVAT617 (EI)","LISBT201-FW (810312-022726 / #22726 SHARK-BITE TUNIC S-M (T2633))",14,"EA",9.00,126.00,378.00
,"Invoice","10/24/2022","524433","810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633)","KVAT FOOD STORES:KVAT617 (EI)","LISBT202-FW (810312-022733 / #22733 SHARK-BITE TUNIC L-XL (T2633))",22,"EA",9.00,198.00,576.00
"Total KVAT617 (EI)",,,,,,,72,,,576.00,576.00
"KVAT619 (EI)",,,,,,,,,,,""
